Name,Personality,Species,Image
Spork,Lazy,Pig,"<img alt=""NH-Spork poster"" class="""" data-image-key=""NH-Spork_poster.png"" data-image-name=""NH-Spork poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/db/NH-Spork_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190834"" width=""100""/>"
Sprinkle,Peppy,Penguin,"<img alt=""NH-Sprinkle poster"" class="""" data-image-key=""NH-Sprinkle_poster.png"" data-image-name=""NH-Sprinkle poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/e5/NH-Sprinkle_poster.png/revision/latest/scale-to-width-down/100?cb=20200410190333"" width=""100""/>"
Sprocket,Jock,Ostrich,"<img alt=""NH-Sprocket poster"" class="""" data-image-key=""NH-Sprocket_poster.png"" data-image-name=""NH-Sprocket poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/e6/NH-Sprocket_poster.png/revision/latest/scale-to-width-down/100?cb=20200410191806"" width=""100""/>"
Static,Cranky,Squirrel,"<img alt=""NH-Static poster"" class="""" data-image-key=""NH-Static_poster.png"" data-image-name=""NH-Static poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/ff/NH-Static_poster.png/revision/latest/scale-to-width-down/100?cb=20200410184107"" width=""100""/>"
Stella,Normal,Sheep,"<img alt=""NH-Stella poster"" class="""" data-image-key=""NH-Stella_poster.png"" data-image-name=""NH-Stella poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/50/NH-Stella_poster.png/revision/latest/scale-to-width-down/100?cb=20200410184731"" width=""100""/>"
Sterling,Jock,Eagle,"<img alt=""NH-Sterling poster"" class="""" data-image-key=""NH-Sterling_poster.png"" data-image-name=""NH-Sterling poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0a/NH-Sterling_poster.png/revision/latest/scale-to-width-down/100?cb=20200410191029"" width=""100""/>"
Stinky,Jock,Cat,"<img alt=""NH-Stinky poster"" class="""" data-image-key=""NH-Stinky_poster.png"" data-image-name=""NH-Stinky poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/c/cc/NH-Stinky_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190854"" width=""100""/>"
Stitches,Lazy,Cub,"<img alt=""NH-Stitches poster"" class="""" data-image-key=""NH-Stitches_poster.png"" data-image-name=""NH-Stitches poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/0a/NH-Stitches_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190915"" width=""100""/>"
Stu,Lazy,Bull,"<img alt=""NH-Stu poster"" class="""" data-image-key=""NH-Stu_poster.png"" data-image-name=""NH-Stu poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fc/NH-Stu_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190934"" width=""100""/>"
Sydney,Normal,Koala,"<img alt=""NH-Sydney poster"" class="""" data-image-key=""NH-Sydney_poster.png"" data-image-name=""NH-Sydney poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/f6/NH-Sydney_poster.png/revision/latest/scale-to-width-down/100?cb=20200522190951"" width=""100""/>"
Sylvana,Normal,Squirrel,"<img alt=""NH-Sylvana poster"" class="""" data-image-key=""NH-Sylvana_poster.png"" data-image-name=""NH-Sylvana poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/41/NH-Sylvana_poster.png/revision/latest/scale-to-width-down/100?cb=20200410183935"" width=""100""/>"
Sylvia,Sisterly,Kangaroo,"<img alt=""NH-Sylvia poster"" class="""" data-image-key=""NH-Sylvia_poster.png"" data-image-name=""NH-Sylvia poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4b/NH-Sylvia_poster.png/revision/latest/scale-to-width-down/100?cb=20200522191011"" width=""100""/>"
Tabby,Peppy,Cat,"<img alt=""NH-Tabby poster"" class="""" data-image-key=""NH-Tabby_poster.png"" data-image-name=""NH-Tabby poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH-Tabby_poster.png/revision/latest/scale-to-width-down/100?cb=20200410182747"" width=""100""/>"
Tad,Jock,Frog,"<img alt=""NH-Tad poster"" class="""" data-image-key=""NH-Tad_poster.png"" data-image-name=""NH-Tad poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/c/c8/NH-Tad_poster.png/revision/latest/scale-to-width-down/100?cb=20200522182923"" width=""100""/>"
Tammi,Peppy,Monkey,"<img alt=""NH-Tammi poster"" class="""" data-image-key=""NH-Tammi_poster.png"" data-image-name=""NH-Tammi poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d1/NH-Tammi_poster.png/revision/latest/scale-to-width-down/100?cb=20200522182953"" width=""100""/>"
Tammy,Sisterly,Cub,"<img alt=""NH-Tammy poster"" class="""" data-image-key=""NH-Tammy_poster.png"" data-image-name=""NH-Tammy poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/66/NH-Tammy_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183012"" width=""100""/>"
Tangy,Peppy,Cat,"<img alt=""NH-Tangy poster"" class="""" data-image-key=""NH-Tangy_poster.png"" data-image-name=""NH-Tangy poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/c/c8/NH-Tangy_poster.png/revision/latest/scale-to-width-down/100?cb=20200410182223"" width=""100""/>"
Tank,Jock,Rhino,"<img alt=""NH-Tank poster"" class="""" data-image-key=""NH-Tank_poster.png"" data-image-name=""NH-Tank poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/eb/NH-Tank_poster.png/revision/latest/scale-to-width-down/100?cb=20200410185033"" width=""100""/>"
Tasha,Snooty,Squirrel,"<img alt=""NH-Tasha poster"" class="""" data-image-key=""NH-Tasha_poster.png"" data-image-name=""NH-Tasha poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d3/NH-Tasha_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183129"" width=""100""/>"
T-Bone,Cranky,Bull,"<img alt=""NH-T-Bone poster"" class="""" data-image-key=""NH-T-Bone_poster.png"" data-image-name=""NH-T-Bone poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/c/ca/NH-T-Bone_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183035"" width=""100""/>"
Teddy,Jock,Bear,"<img alt=""NH-Teddy poster"" class="""" data-image-key=""NH-Teddy_poster.png"" data-image-name=""NH-Teddy poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/1/11/NH-Teddy_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183157"" width=""100""/>"
Tex,Smug,Penguin,"<img alt=""NH-Tex poster"" class="""" data-image-key=""NH-Tex_poster.png"" data-image-name=""NH-Tex poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/a/a1/NH-Tex_poster.png/revision/latest/scale-to-width-down/100?cb=20200410190412"" width=""100""/>"
Tia,Normal,Elephant,"<img alt=""NH-Tia poster"" class="""" data-image-key=""NH-Tia_poster.png"" data-image-name=""NH-Tia poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/41/NH-Tia_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183230"" width=""100""/>"
Tiffany,Snooty,Rabbit,"<img alt=""NH-Tiffany poster"" class="""" data-image-key=""NH-Tiffany_poster.png"" data-image-name=""NH-Tiffany poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/f/fb/NH-Tiffany_poster.png/revision/latest/scale-to-width-down/100?cb=20200410185508"" width=""100""/>"
Timbra,Snooty,Sheep,"<img alt=""NH-Timbra poster"" class="""" data-image-key=""NH-Timbra_poster.png"" data-image-name=""NH-Timbra poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH-Timbra_poster.png/revision/latest/scale-to-width-down/100?cb=20200410184616"" width=""100""/>"
Tipper,Snooty,Cow,"<img alt=""NH-Tipper poster"" class="""" data-image-key=""NH-Tipper_poster.png"" data-image-name=""NH-Tipper poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/6/64/NH-Tipper_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183257"" width=""100""/>"
Tom,Cranky,Cat,"<img alt=""NH-Tom poster"" class="""" data-image-key=""NH-Tom_poster.png"" data-image-name=""NH-Tom poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/7d/NH-Tom_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183324"" width=""100""/>"
Truffles,Peppy,Pig,"<img alt=""NH-Truffles poster"" class="""" data-image-key=""NH-Truffles_poster.png"" data-image-name=""NH-Truffles poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/c/c9/NH-Truffles_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183349"" width=""100""/>"
Tucker,Lazy,Elephant,"<img alt=""NH-Tucker poster"" class="""" data-image-key=""NH-Tucker_poster.png"" data-image-name=""NH-Tucker poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/32/NH-Tucker_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183418"" width=""100""/>"
Tutu,Peppy,Bear,"<img alt=""NH-Tutu poster"" class="""" data-image-key=""NH-Tutu_poster.png"" data-image-name=""NH-Tutu poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/9/95/NH-Tutu_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183436"" width=""100""/>"
Twiggy,Peppy,Bird,"<img alt=""NH-Twiggy poster"" class="""" data-image-key=""NH-Twiggy_poster.png"" data-image-name=""NH-Twiggy poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/52/NH-Twiggy_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183456"" width=""100""/>"
Tybalt,Jock,Tiger,"<img alt=""NH-Tybalt poster"" class="""" data-image-key=""NH-Tybalt_poster.png"" data-image-name=""NH-Tybalt poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/dc/NH-Tybalt_poster.png/revision/latest/scale-to-width-down/100?cb=20200410183724"" width=""100""/>"
Ursala,Sisterly,Bear,"<img alt=""NH-Ursala poster"" class="""" data-image-key=""NH-Ursala_poster.png"" data-image-name=""NH-Ursala poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/2/23/NH-Ursala_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183519"" width=""100""/>"
Velma,Snooty,Goat,"<img alt=""NH-Velma poster"" class="""" data-image-key=""NH-Velma_poster.png"" data-image-name=""NH-Velma poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/1/17/NH-Velma_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183543"" width=""100""/>"
Vesta,Normal,Sheep,"<img alt=""NH-Vesta poster"" class="""" data-image-key=""NH-Vesta_poster.png"" data-image-name=""NH-Vesta poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/8/8f/NH-Vesta_poster.png/revision/latest/scale-to-width-down/100?cb=20200410184828"" width=""100""/>"
Vic,Cranky,Bull,"<img alt=""NH-Vic poster"" class="""" data-image-key=""NH-Vic_poster.png"" data-image-name=""NH-Vic poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/b9/NH-Vic_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183604"" width=""100""/>"
Victoria,Peppy,Horse,"<img alt=""NH-Victoria poster"" class="""" data-image-key=""NH-Victoria_poster.png"" data-image-name=""NH-Victoria poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/46/NH-Victoria_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183627"" width=""100""/>"
Violet,Snooty,Gorilla,"<img alt=""NH-Violet poster"" class="""" data-image-key=""NH-Violet_poster.png"" data-image-name=""NH-Violet poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/b7/NH-Violet_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183649"" width=""100""/>"
Vivian,Snooty,Wolf,"<img alt=""NH-Vivian poster"" class="""" data-image-key=""NH-Vivian_poster.png"" data-image-name=""NH-Vivian poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d2/NH-Vivian_poster.png/revision/latest/scale-to-width-down/100?cb=20200410183210"" width=""100""/>"
Vladimir,Cranky,Cub,"<img alt=""NH-Vladimir poster"" class="""" data-image-key=""NH-Vladimir_poster.png"" data-image-name=""NH-Vladimir poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/7c/NH-Vladimir_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183708"" width=""100""/>"
Wade,Lazy,Penguin,"<img alt=""NH-Wade poster"" class="""" data-image-key=""NH-Wade_poster.png"" data-image-name=""NH-Wade poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/8/8e/NH-Wade_poster.png/revision/latest/scale-to-width-down/100?cb=20200410190514"" width=""100""/>"
Walker,Lazy,Dog,"<img alt=""NH-Walker poster"" class="""" data-image-key=""NH-Walker_poster.png"" data-image-name=""NH-Walker poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/e/e0/NH-Walker_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183727"" width=""100""/>"
Walt,Cranky,Kangaroo,"<img alt=""NH-Walt poster"" class="""" data-image-key=""NH-Walt_poster.png"" data-image-name=""NH-Walt poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/3/3a/NH-Walt_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183748"" width=""100""/>"
Wart Jr.,Cranky,Frog,"<img alt=""NH-WartJr poster"" class="""" data-image-key=""NH-WartJr_poster.png"" data-image-name=""NH-WartJr poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH-WartJr_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183806"" width=""100""/>"
Weber,Lazy,Duck,"<img alt=""NH-Weber poster"" class="""" data-image-key=""NH-Weber_poster.png"" data-image-name=""NH-Weber poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/5/54/NH-Weber_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183823"" width=""100""/>"
Wendy,Peppy,Sheep,"<img alt=""NH-Wendy poster"" class="""" data-image-key=""NH-Wendy_poster.png"" data-image-name=""NH-Wendy poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/4/4e/NH-Wendy_poster.png/revision/latest/scale-to-width-down/100?cb=20200410184538"" width=""100""/>"
Whitney,Snooty,Wolf,"<img alt=""NH-Whitney poster"" class="""" data-image-key=""NH-Whitney_poster.png"" data-image-name=""NH-Whitney poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/b0/NH-Whitney_poster.png/revision/latest/scale-to-width-down/100?cb=20200410183425"" width=""100""/>"
Willow,Snooty,Sheep,"<img alt=""NH-Willow poster"" class="""" data-image-key=""NH-Willow_poster.png"" data-image-name=""NH-Willow poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/0/05/NH-Willow_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183842"" width=""100""/>"
Winnie,Peppy,Horse,"<img alt=""NH-Winnie poster"" class="""" data-image-key=""NH-Winnie_poster.png"" data-image-name=""NH-Winnie poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/7/76/NH-Winnie_poster.png/revision/latest/scale-to-width-down/100?cb=20200522184108"" width=""100""/>"
Wolfgang,Cranky,Wolf,"<img alt=""NH-Wolfgang poster"" class="""" data-image-key=""NH-Wolfgang_poster.png"" data-image-name=""NH-Wolfgang poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/1/19/NH-Wolfgang_poster.png/revision/latest/scale-to-width-down/100?cb=20200410183450"" width=""100""/>"
Yuka,Snooty,Koala,"<img alt=""NH-Yuka poster"" class="""" data-image-key=""NH-Yuka_poster.png"" data-image-name=""NH-Yuka poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/b/b6/NH-Yuka_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183928"" width=""100""/>"
Zell,Smug,Deer,"<img alt=""NH-Zell poster"" class="""" data-image-key=""NH-Zell_poster.png"" data-image-name=""NH-Zell poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/c/c8/NH-Zell_poster.png/revision/latest/scale-to-width-down/100?cb=20200522183947"" width=""100""/>"
Zucker,Lazy,Octopus,"<img alt=""NH-Zucker poster"" class="""" data-image-key=""NH-Zucker_poster.png"" data-image-name=""NH-Zucker poster.png"" height=""100"" src=""https://vignette.wikia.nocookie.net/animalcrossing/images/1/10/NH-Zucker_poster.png/revision/latest/scale-to-width-down/100?cb=20200522184009"" width=""100""/>"
